Species Name,State,Year,Poaching Incidents,Reason for Poaching,Conservation Status,Crime Report Date,Crime Type,Arrests Made,Case Status,Seized Items,Crimes Reported Per Year
Bengal Tiger,Odisha,2023.0,1.0,Skin Trade,Vulnerable,28-09-2022,Illegal Trade,7.0,Under Investigation,Teeth,105.0
Pangolin,Madhya Pradesh,,14.0,Ivory Trade,Critically Endangered,25-09-2020,Illegal Trade,0.0,Closed,Scales,101.0
Indian Rhino,,,1.0,Traditional Medicine,Vulnerable,23-10-2022,Wildlife Trafficking,6.0,Under Investigation,Horn,81.0
,Odisha,2020.0,17.0,Traditional Medicine,Critically Endangered,08-02-2022,Wildlife Trafficking,1.0,Open,Skin,99.0
Indian Leopard,Odisha,2022.0,16.0,Skin Trade,Vulnerable,16-01-2020,Poaching,2.0,Open,Skin,107.0
Pangolin,Rajasthan,2022.0,9.0,Ivory Trade,Endangered,,Poaching,5.0,Closed,Scales,72.0
Indian Leopard,Karnataka,2023.0,6.0,Trophy Hunting,Endangered,13-10-2023,Illegal Trade,7.0,Under Investigation,Skin,89.0
Indian Leopard,Karnataka,2022.0,20.0,Skin Trade,Endangered,23-03-2022,Illegal Trade,2.0,Open,Claws,86.0
Indian Leopard,Rajasthan,2021.0,5.0,Traditional Medicine,Critically Endangered,,Wildlife Trafficking,8.0,Under Investigation,Skin,133.0
Indian Leopard,Rajasthan,2023.0,20.0,Skin Trade,Endangered,28-08-2023,Illegal Trade,1.0,Closed,Skin,141.0
,Rajasthan,2022.0,14.0,Bushmeat,Vulnerable,26-04-2021,Poaching,1.0,Open,Ivory,116.0
Indian Rhino,,,5.0,Bushmeat,Critically Endangered,13-06-2022,Illegal Trade,10.0,Closed,Horn,66.0
Bengal Tiger,Rajasthan,2021.0,4.0,Traditional Medicine,Vulnerable,21-08-2023,Poaching,5.0,Under Investigation,Teeth,103.0
Indian Elephant,Madhya Pradesh,2020.0,12.0,Traditional Medicine,Critically Endangered,25-09-2020,Wildlife Trafficking,1.0,Closed,Skin,79.0
,Odisha,,10.0,Skin Trade,Vulnerable,17-02-2021,Wildlife Trafficking,2.0,Open,Ivory,103.0
Indian Leopard,Odisha,2020.0,9.0,Ivory Trade,,25-01-2020,Poaching,7.0,Open,Claws,127.0
Indian Rhino,Assam,2022.0,6.0,Traditional Medicine,Critically Endangered,11-11-2020,Illegal Trade,5.0,Closed,Horn,52.0
Pangolin,Assam,2022.0,2.0,Traditional Medicine,Critically Endangered,24-07-2021,Illegal Trade,7.0,Under Investigation,Scales,62.0
Indian Rhino,Odisha,2023.0,20.0,Skin Trade,Endangered,25-12-2021,Illegal Trade,1.0,Open,Horn,121.0
,Madhya Pradesh,2020.0,1.0,Traditional Medicine,Endangered,,Illegal Trade,5.0,Open,Ivory,143.0
Indian Rhino,Karnataka,2023.0,9.0,Skin Trade,Vulnerable,23-07-2023,Poaching,8.0,Closed,Horn,127.0
Indian Rhino,Karnataka,2020.0,3.0,Traditional Medicine,Vulnerable,23-01-2021,Wildlife Trafficking,6.0,Open,Horn,128.0
Indian Leopard,Madhya Pradesh,2021.0,16.0,Traditional Medicine,Vulnerable,22-12-2021,Poaching,1.0,Open,Claws,73.0
Indian Rhino,Karnataka,,3.0,Skin Trade,Critically Endangered,19-03-2021,Poaching,,Open,Horn,60.0
Indian Elephant,Rajasthan,2023.0,5.0,Traditional Medicine,,,Illegal Trade,10.0,Open,Skin,89.0
Indian Elephant,Odisha,2021.0,5.0,Ivory Trade,Endangered,21-12-2023,Poaching,9.0,Under Investigation,Ivory,96.0
Indian Rhino,Odisha,2021.0,8.0,Bushmeat,,16-12-2022,Wildlife Trafficking,5.0,Open,Horn,121.0
Pangolin,Madhya Pradesh,2023.0,6.0,Traditional Medicine,Endangered,27-11-2021,Poaching,6.0,Under Investigation,Scales,135.0
Indian Leopard,Karnataka,2023.0,9.0,Ivory Trade,Critically Endangered,28-08-2022,Poaching,9.0,Under Investigation,Claws,97.0
Indian Elephant,Assam,2021.0,12.0,Traditional Medicine,Critically Endangered,21-12-2021,Poaching,0.0,Open,Ivory,64.0
Pangolin,Assam,2020.0,3.0,Ivory Trade,Critically Endangered,02-01-2021,Wildlife Trafficking,6.0,Closed,Scales,113.0
Indian Rhino,Karnataka,,10.0,Bushmeat,Endangered,07-12-2020,Poaching,2.0,Open,Horn,84.0
Pangolin,Assam,2023.0,8.0,Trophy Hunting,Critically Endangered,30-10-2020,Poaching,10.0,Open,Scales,134.0
Bengal Tiger,,,2.0,Skin Trade,Vulnerable,02-02-2022,Illegal Trade,10.0,Closed,Claws,146.0
,Madhya Pradesh,2020.0,6.0,Ivory Trade,Endangered,29-10-2023,Poaching,5.0,Closed,Skin,104.0
Indian Rhino,Karnataka,2022.0,4.0,Ivory Trade,Critically Endangered,26-03-2022,Illegal Trade,7.0,Under Investigation,Horn,104.0
Indian Leopard,Assam,,9.0,Traditional Medicine,Endangered,21-04-2020,Illegal Trade,,Closed,Skin,67.0
Indian Rhino,Madhya Pradesh,2021.0,9.0,Traditional Medicine,Endangered,27-05-2022,Illegal Trade,5.0,Open,Horn,102.0
Indian Leopard,Madhya Pradesh,2020.0,8.0,Ivory Trade,Critically Endangered,26-10-2022,Wildlife Trafficking,,Under Investigation,Skin,101.0
Indian Rhino,Rajasthan,2022.0,8.0,Bushmeat,Critically Endangered,18-07-2022,Illegal Trade,,Closed,Horn,88.0
Pangolin,Rajasthan,,9.0,Skin Trade,Endangered,03-12-2021,Black Market Sale,8.0,Under Investigation,Scales,100.0
Pangolin,Madhya Pradesh,2021.0,3.0,Trophy Hunting,Endangered,25-04-2022,Poaching,6.0,Under Investigation,Scales,81.0
,Karnataka,2020.0,14.0,Ivory Trade,Critically Endangered,01-08-2022,Illegal Trade,0.0,Open,Horn,82.0
Bengal Tiger,,2023.0,20.0,Skin Trade,Vulnerable,05-10-2020,Illegal Trade,2.0,Closed,Claws,86.0
,Odisha,,3.0,Ivory Trade,Endangered,16-01-2021,Black Market Sale,6.0,Open,Skin,148.0
Pangolin,Madhya Pradesh,2023.0,3.0,Traditional Medicine,Endangered,13-01-2020,Illegal Trade,5.0,Open,Scales,56.0
Bengal Tiger,Madhya Pradesh,2023.0,7.0,Traditional Medicine,Vulnerable,29-10-2020,Poaching,9.0,Under Investigation,Claws,149.0
Indian Leopard,Madhya Pradesh,2022.0,8.0,Skin Trade,Critically Endangered,08-06-2020,Illegal Trade,6.0,Open,Skin,101.0
Indian Rhino,Karnataka,2023.0,11.0,Traditional Medicine,Critically Endangered,02-06-2020,Wildlife Trafficking,2.0,Open,Horn,79.0
,Rajasthan,2020.0,7.0,Bushmeat,Vulnerable,23-01-2022,Illegal Trade,6.0,Closed,Scales,85.0
Indian Elephant,Madhya Pradesh,2022.0,3.0,Ivory Trade,Critically Endangered,29-06-2020,Wildlife Trafficking,10.0,Open,Ivory,72.0
Bengal Tiger,Madhya Pradesh,2022.0,18.0,Skin Trade,Critically Endangered,18-04-2023,Illegal Trade,0.0,Open,Teeth,115.0
Bengal Tiger,,2022.0,10.0,Ivory Trade,Endangered,11-01-2021,Wildlife Trafficking,0.0,Open,Skin,111.0
Indian Leopard,Karnataka,2021.0,20.0,Traditional Medicine,Endangered,,Black Market Sale,,Open,Skin,147.0
Indian Rhino,Madhya Pradesh,2021.0,3.0,Trophy Hunting,Endangered,06-04-2023,Illegal Trade,,Closed,Horn,51.0
Indian Elephant,,2023.0,10.0,Traditional Medicine,Vulnerable,22-05-2023,Wildlife Trafficking,,Open,Ivory,64.0
,Odisha,2022.0,5.0,Skin Trade,Critically Endangered,19-03-2023,Illegal Trade,9.0,Under Investigation,Skin,128.0
Pangolin,Madhya Pradesh,2022.0,14.0,Bushmeat,Critically Endangered,16-01-2020,Poaching,0.0,Open,Scales,53.0
,Madhya Pradesh,2020.0,3.0,Ivory Trade,Endangered,19-01-2023,Wildlife Trafficking,10.0,Under Investigation,Scales,67.0
Indian Leopard,Assam,2023.0,20.0,Skin Trade,Endangered,17-02-2023,Illegal Trade,0.0,Under Investigation,Skin,59.0
Indian Leopard,Karnataka,2020.0,2.0,Bushmeat,Vulnerable,09-09-2020,Poaching,6.0,Closed,Skin,76.0
Pangolin,Madhya Pradesh,2023.0,20.0,Trophy Hunting,Critically Endangered,19-12-2022,Wildlife Trafficking,2.0,Open,Scales,90.0
,Odisha,2023.0,1.0,Traditional Medicine,,13-07-2023,Wildlife Trafficking,5.0,Under Investigation,Scales,149.0
Indian Rhino,Madhya Pradesh,2021.0,7.0,Skin Trade,Critically Endangered,03-12-2023,Black Market Sale,5.0,Open,Horn,63.0
Indian Elephant,Odisha,2021.0,12.0,Skin Trade,Vulnerable,31-01-2020,Poaching,,Under Investigation,Ivory,137.0
Indian Rhino,Rajasthan,2020.0,11.0,Skin Trade,Endangered,10-11-2022,Illegal Trade,0.0,Open,Horn,149.0
Pangolin,Rajasthan,2023.0,9.0,Skin Trade,Vulnerable,31-12-2021,Smuggling,5.0,Closed,Scales,107.0
Indian Rhino,Odisha,2022.0,6.0,Traditional Medicine,Vulnerable,15-10-2020,Wildlife Trafficking,10.0,Open,Horn,117.0
,Karnataka,2021.0,14.0,Ivory Trade,,12-05-2021,Wildlife Trafficking,,Open,Scales,51.0
Bengal Tiger,Madhya Pradesh,,17.0,Skin Trade,Critically Endangered,29-11-2023,Wildlife Trafficking,,Under Investigation,Skin,74.0
Bengal Tiger,Madhya Pradesh,2020.0,17.0,Traditional Medicine,Critically Endangered,01-07-2021,Poaching,0.0,Open,Teeth,113.0
Pangolin,Rajasthan,2021.0,9.0,Ivory Trade,Endangered,18-08-2022,Poaching,6.0,Under Investigation,Scales,147.0
Indian Leopard,Odisha,2021.0,20.0,Ivory Trade,Vulnerable,11-05-2020,Illegal Trade,1.0,Open,Claws,82.0
Indian Elephant,Madhya Pradesh,2023.0,1.0,Traditional Medicine,Vulnerable,09-09-2023,Illegal Trade,10.0,Closed,Skin,107.0
Indian Leopard,,2020.0,12.0,Skin Trade,,,Illegal Trade,,Closed,Claws,129.0
Bengal Tiger,Karnataka,2023.0,13.0,Ivory Trade,Critically Endangered,01-03-2023,Wildlife Trafficking,2.0,Open,Teeth,138.0
,,,10.0,Trophy Hunting,Vulnerable,04-06-2021,Illegal Trade,2.0,Open,Scales,130.0
Indian Leopard,Rajasthan,2020.0,12.0,Skin Trade,Critically Endangered,,Poaching,1.0,Open,Claws,75.0
Indian Leopard,,2021.0,12.0,Trophy Hunting,Vulnerable,18-09-2021,Illegal Trade,1.0,Under Investigation,Skin,142.0
Bengal Tiger,Assam,2020.0,3.0,Skin Trade,Endangered,17-08-2023,Illegal Trade,7.0,Closed,Teeth,136.0
Indian Elephant,Madhya Pradesh,2021.0,3.0,Trophy Hunting,Endangered,04-01-2020,Poaching,5.0,Under Investigation,Ivory,70.0
,Karnataka,2022.0,7.0,Ivory Trade,Critically Endangered,10-09-2023,Poaching,10.0,Open,Horn,54.0
Pangolin,Karnataka,2022.0,4.0,Traditional Medicine,Critically Endangered,23-05-2021,Wildlife Trafficking,10.0,Under Investigation,Scales,87.0
,Rajasthan,2023.0,4.0,Ivory Trade,Endangered,14-06-2023,Poaching,5.0,Open,Scales,142.0
Pangolin,Karnataka,2022.0,2.0,Traditional Medicine,Endangered,16-01-2020,Poaching,10.0,Open,Scales,135.0
Bengal Tiger,Assam,2021.0,8.0,Ivory Trade,Vulnerable,23-09-2022,Illegal Trade,6.0,Under Investigation,Skin,75.0
Bengal Tiger,Madhya Pradesh,2021.0,6.0,Skin Trade,Endangered,13-08-2022,Poaching,,Under Investigation,Skin,81.0
Indian Leopard,Assam,2022.0,8.0,Ivory Trade,Critically Endangered,07-06-2023,Wildlife Trafficking,7.0,Closed,Skin,107.0
,Odisha,2023.0,17.0,Traditional Medicine,Endangered,04-02-2023,Illegal Trade,1.0,Closed,Skin,94.0
Indian Leopard,Rajasthan,2022.0,7.0,Ivory Trade,Critically Endangered,13-11-2023,Wildlife Trafficking,7.0,Closed,Skin,133.0
Indian Elephant,Karnataka,2020.0,15.0,Skin Trade,Critically Endangered,19-09-2020,Poaching,2.0,Open,Ivory,116.0
Pangolin,Odisha,2020.0,6.0,Ivory Trade,Vulnerable,24-12-2022,Wildlife Trafficking,5.0,Open,Scales,101.0
Indian Leopard,Karnataka,2020.0,12.0,Skin Trade,Vulnerable,21-09-2020,Wildlife Trafficking,0.0,Open,Claws,136.0
Indian Rhino,Madhya Pradesh,2022.0,17.0,Traditional Medicine,,23-09-2023,Poaching,0.0,Open,Horn,120.0
Indian Rhino,Madhya Pradesh,2022.0,19.0,Traditional Medicine,Vulnerable,,Poaching,0.0,Closed,Horn,150.0
Bengal Tiger,Madhya Pradesh,2022.0,9.0,Skin Trade,Endangered,12-01-2021,Black Market Sale,7.0,Open,Claws,56.0
Pangolin,Karnataka,2020.0,2.0,Skin Trade,Vulnerable,13-04-2023,Illegal Trade,5.0,Open,Scales,108.0
Indian Leopard,Odisha,2023.0,17.0,Ivory Trade,Endangered,20-08-2022,Illegal Trade,2.0,Open,Claws,99.0
Indian Rhino,Madhya Pradesh,2021.0,11.0,Skin Trade,Vulnerable,21-03-2023,Poaching,2.0,Open,Horn,122.0
Pangolin,Odisha,2022.0,2.0,Skin Trade,Vulnerable,20-04-2021,Wildlife Trafficking,6.0,Open,Scales,108.0
Bengal Tiger,Karnataka,,7.0,Traditional Medicine,Critically Endangered,13-07-2023,Wildlife Trafficking,,Closed,Skin,85.0
Indian Elephant,Odisha,2021.0,3.0,Trophy Hunting,Endangered,24-11-2020,Illegal Trade,10.0,Closed,Ivory,134.0
Pangolin,,2021.0,5.0,Ivory Trade,Critically Endangered,01-04-2023,Illegal Trade,5.0,Closed,Scales,127.0
Pangolin,Karnataka,2021.0,9.0,Skin Trade,Vulnerable,13-03-2021,Poaching,8.0,Closed,Scales,99.0
Indian Elephant,Rajasthan,2023.0,2.0,Ivory Trade,Endangered,28-09-2023,Wildlife Trafficking,6.0,Under Investigation,Ivory,107.0
Pangolin,Karnataka,2023.0,8.0,Traditional Medicine,Vulnerable,22-10-2023,Illegal Trade,5.0,Under Investigation,Scales,110.0
,Karnataka,,6.0,Traditional Medicine,Critically Endangered,07-05-2023,Poaching,7.0,Under Investigation,Ivory,129.0
Bengal Tiger,,2023.0,2.0,Skin Trade,Endangered,16-01-2020,Black Market Sale,8.0,Under Investigation,Claws,150.0
Indian Elephant,Madhya Pradesh,,7.0,Bushmeat,Critically Endangered,12-08-2023,Poaching,8.0,Under Investigation,Ivory,136.0
,Rajasthan,2023.0,8.0,Bushmeat,,17-05-2022,Wildlife Trafficking,5.0,Closed,Ivory,141.0
Indian Rhino,Rajasthan,2021.0,1.0,Skin Trade,Vulnerable,25-05-2021,Poaching,7.0,Closed,Horn,110.0
Indian Leopard,Rajasthan,2022.0,2.0,Traditional Medicine,Vulnerable,10-09-2022,Illegal Trade,6.0,Open,Claws,90.0
Pangolin,Assam,2020.0,14.0,Traditional Medicine,Endangered,16-06-2023,Illegal Trade,2.0,Open,Scales,79.0
Indian Rhino,,2022.0,15.0,Bushmeat,Critically Endangered,03-08-2021,Wildlife Trafficking,0.0,Under Investigation,Horn,138.0
Indian Elephant,,2022.0,16.0,Ivory Trade,Critically Endangered,17-08-2023,Wildlife Trafficking,,Under Investigation,Ivory,117.0
Indian Elephant,Odisha,2023.0,2.0,Skin Trade,Vulnerable,06-01-2020,Illegal Trade,9.0,Under Investigation,Skin,130.0
Indian Rhino,Karnataka,2020.0,4.0,Ivory Trade,Critically Endangered,28-05-2023,Illegal Trade,9.0,Closed,Horn,71.0
Bengal Tiger,Assam,2022.0,5.0,Skin Trade,Endangered,,Illegal Trade,5.0,Closed,Skin,98.0
Indian Rhino,Karnataka,2022.0,2.0,Ivory Trade,Vulnerable,27-12-2023,Wildlife Trafficking,8.0,Open,Horn,54.0
,Karnataka,2020.0,9.0,Ivory Trade,Vulnerable,17-03-2022,Illegal Trade,5.0,Closed,Skin,80.0
Bengal Tiger,Assam,2023.0,2.0,Traditional Medicine,Vulnerable,10-11-2023,Black Market Sale,6.0,Under Investigation,Teeth,142.0
Indian Elephant,Rajasthan,2022.0,6.0,Bushmeat,Endangered,10-09-2021,Illegal Trade,7.0,Open,Ivory,67.0
Indian Rhino,Rajasthan,2021.0,17.0,Skin Trade,Vulnerable,11-08-2023,Poaching,1.0,Open,Horn,72.0
Indian Leopard,Madhya Pradesh,2022.0,3.0,Ivory Trade,Vulnerable,15-02-2023,Smuggling,7.0,Closed,Claws,146.0
Indian Leopard,Madhya Pradesh,2021.0,1.0,Bushmeat,Vulnerable,08-02-2021,Illegal Trade,5.0,Closed,Skin,137.0
Pangolin,Rajasthan,2023.0,8.0,Ivory Trade,Vulnerable,23-09-2022,Poaching,6.0,Open,Scales,150.0
Indian Leopard,Odisha,,2.0,Ivory Trade,Critically Endangered,16-08-2021,Wildlife Trafficking,,,Skin,95.0
Indian Rhino,Karnataka,,1.0,Skin Trade,Vulnerable,19-07-2021,Poaching,10.0,Closed,Horn,103.0
Indian Rhino,Odisha,2020.0,3.0,Bushmeat,Endangered,21-01-2022,Poaching,10.0,Open,Horn,132.0
Indian Leopard,Karnataka,2022.0,3.0,Trophy Hunting,Vulnerable,12-01-2020,Wildlife Trafficking,5.0,Under Investigation,Skin,113.0
Indian Rhino,Rajasthan,2023.0,12.0,Trophy Hunting,Vulnerable,17-05-2023,Poaching,0.0,Open,Horn,70.0
Pangolin,Madhya Pradesh,2023.0,17.0,Skin Trade,Critically Endangered,13-06-2020,Poaching,0.0,Open,Scales,131.0
Bengal Tiger,Madhya Pradesh,2020.0,3.0,Traditional Medicine,Vulnerable,27-05-2022,Illegal Trade,6.0,Closed,Teeth,122.0
Pangolin,Odisha,,5.0,Ivory Trade,Critically Endangered,10-08-2023,Wildlife Trafficking,5.0,Closed,Scales,73.0
Pangolin,Madhya Pradesh,,15.0,Traditional Medicine,Endangered,18-03-2020,Wildlife Trafficking,2.0,Open,Scales,127.0
,Rajasthan,2020.0,6.0,Traditional Medicine,Critically Endangered,,Illegal Trade,8.0,Under Investigation,Skin,83.0
,Odisha,2021.0,2.0,Skin Trade,Vulnerable,05-09-2021,Illegal Trade,7.0,Closed,Skin,59.0
Indian Rhino,Karnataka,2022.0,2.0,Skin Trade,Endangered,18-05-2022,Poaching,6.0,Closed,Horn,135.0
Indian Elephant,Madhya Pradesh,2021.0,7.0,Traditional Medicine,Vulnerable,22-03-2022,Poaching,9.0,Under Investigation,Ivory,145.0
Indian Rhino,Assam,,6.0,Traditional Medicine,Critically Endangered,05-01-2023,Poaching,10.0,Open,Horn,107.0
Indian Rhino,Madhya Pradesh,2023.0,1.0,Skin Trade,Endangered,07-12-2022,Illegal Trade,5.0,Under Investigation,Horn,81.0
Indian Rhino,Karnataka,2023.0,10.0,Skin Trade,Endangered,05-02-2022,Wildlife Trafficking,0.0,Under Investigation,Horn,79.0
,Odisha,2023.0,15.0,Ivory Trade,Critically Endangered,22-03-2020,Poaching,0.0,Under Investigation,Skin,90.0
Indian Rhino,Karnataka,2022.0,3.0,Skin Trade,Critically Endangered,27-07-2020,Illegal Trade,9.0,Open,Horn,145.0
Bengal Tiger,Assam,2021.0,16.0,Traditional Medicine,Endangered,05-06-2021,Wildlife Trafficking,2.0,Open,Teeth,136.0
Indian Leopard,Rajasthan,2022.0,14.0,Traditional Medicine,Endangered,18-11-2022,Illegal Trade,0.0,Open,Skin,138.0
Indian Elephant,Madhya Pradesh,2023.0,2.0,Trophy Hunting,Critically Endangered,20-08-2023,Poaching,8.0,Under Investigation,Skin,95.0
Bengal Tiger,Odisha,2021.0,3.0,Skin Trade,Vulnerable,20-09-2022,Illegal Trade,8.0,Under Investigation,Claws,73.0
Indian Leopard,Rajasthan,2022.0,2.0,Skin Trade,Endangered,09-04-2021,Illegal Trade,5.0,Open,Claws,112.0
Bengal Tiger,Karnataka,2022.0,6.0,Trophy Hunting,Critically Endangered,19-09-2021,Illegal Trade,5.0,Closed,Skin,97.0
Bengal Tiger,Odisha,2020.0,4.0,Ivory Trade,Vulnerable,,Illegal Trade,8.0,Closed,Teeth,110.0
Indian Elephant,Rajasthan,2022.0,5.0,Trophy Hunting,Endangered,,Wildlife Trafficking,6.0,Closed,Ivory,75.0
Pangolin,Odisha,2023.0,3.0,Traditional Medicine,Endangered,12-07-2021,Black Market Sale,9.0,Closed,Scales,83.0
Pangolin,Assam,,14.0,Ivory Trade,Critically Endangered,14-10-2023,Wildlife Trafficking,0.0,Closed,Scales,86.0
Bengal Tiger,Assam,2021.0,12.0,Ivory Trade,Vulnerable,17-08-2022,Illegal Trade,1.0,Open,Skin,70.0
Indian Rhino,Madhya Pradesh,2022.0,20.0,Skin Trade,Endangered,31-03-2020,Illegal Trade,0.0,Open,Horn,59.0
Indian Leopard,Madhya Pradesh,2020.0,3.0,Ivory Trade,Vulnerable,12-12-2022,Poaching,10.0,Under Investigation,Claws,57.0
Indian Rhino,Assam,2021.0,2.0,Traditional Medicine,Vulnerable,09-05-2022,Poaching,5.0,Closed,Horn,131.0
,Odisha,,16.0,Traditional Medicine,Endangered,12-05-2023,Wildlife Trafficking,0.0,Open,Horn,110.0
Bengal Tiger,Assam,2020.0,10.0,Skin Trade,Vulnerable,09-07-2021,Wildlife Trafficking,1.0,Open,Teeth,128.0
Bengal Tiger,Madhya Pradesh,2023.0,3.0,Trophy Hunting,Endangered,04-06-2020,Poaching,5.0,Closed,Skin,108.0
Bengal Tiger,Assam,2021.0,9.0,Bushmeat,Vulnerable,02-01-2020,Wildlife Trafficking,5.0,Closed,Claws,98.0
Bengal Tiger,Assam,2023.0,6.0,Bushmeat,Endangered,12-10-2023,Illegal Trade,7.0,Under Investigation,Claws,109.0
Pangolin,Odisha,2021.0,2.0,Traditional Medicine,,04-04-2022,Illegal Trade,7.0,Closed,Scales,59.0
Bengal Tiger,Rajasthan,2021.0,8.0,Ivory Trade,,12-03-2022,Wildlife Trafficking,7.0,Under Investigation,Skin,111.0
Pangolin,Madhya Pradesh,2023.0,7.0,Trophy Hunting,Endangered,09-09-2022,Wildlife Trafficking,6.0,Under Investigation,Scales,104.0
Pangolin,Odisha,2021.0,14.0,Skin Trade,Endangered,17-12-2022,Illegal Trade,1.0,Open,Scales,78.0
Bengal Tiger,Assam,2023.0,7.0,Skin Trade,Vulnerable,01-07-2023,Poaching,7.0,Open,Teeth,112.0
Indian Elephant,,2020.0,18.0,Traditional Medicine,Critically Endangered,18-04-2023,Wildlife Trafficking,1.0,Open,Skin,79.0
Indian Leopard,Rajasthan,2023.0,17.0,Ivory Trade,Vulnerable,07-05-2021,Illegal Trade,2.0,Open,Claws,85.0
Indian Rhino,Madhya Pradesh,2020.0,17.0,Ivory Trade,Vulnerable,30-10-2021,Wildlife Trafficking,0.0,Open,Horn,134.0
,Madhya Pradesh,2021.0,5.0,Traditional Medicine,Endangered,24-11-2022,Wildlife Trafficking,6.0,Under Investigation,Skin,56.0
Indian Leopard,Karnataka,2023.0,15.0,Ivory Trade,Vulnerable,15-03-2020,Wildlife Trafficking,0.0,Open,Claws,148.0
Indian Elephant,Madhya Pradesh,,2.0,Traditional Medicine,Endangered,01-08-2022,Poaching,5.0,Closed,Skin,126.0
Indian Rhino,Rajasthan,2023.0,8.0,Skin Trade,,05-08-2023,Illegal Trade,9.0,Closed,Horn,93.0
Indian Rhino,Karnataka,2020.0,8.0,Skin Trade,Vulnerable,05-01-2021,Poaching,6.0,Closed,Horn,99.0
Pangolin,Karnataka,2020.0,2.0,Trophy Hunting,Vulnerable,09-08-2021,Illegal Trade,6.0,Closed,Scales,62.0
Bengal Tiger,Assam,2023.0,15.0,Trophy Hunting,Vulnerable,,Illegal Trade,2.0,Closed,Teeth,123.0
Indian Elephant,Assam,2020.0,7.0,Traditional Medicine,Endangered,12-08-2021,Poaching,6.0,Open,Skin,147.0
Pangolin,Madhya Pradesh,2021.0,16.0,Skin Trade,Endangered,15-02-2022,Poaching,2.0,Open,Scales,144.0
Indian Elephant,Karnataka,2021.0,13.0,Ivory Trade,Vulnerable,30-10-2020,Illegal Trade,0.0,Open,Skin,62.0
Bengal Tiger,,2022.0,1.0,Traditional Medicine,Vulnerable,01-08-2021,Smuggling,7.0,Under Investigation,Teeth,63.0
Bengal Tiger,,2020.0,2.0,Ivory Trade,Critically Endangered,08-08-2020,Illegal Trade,9.0,Closed,Claws,70.0
,,2021.0,8.0,Skin Trade,Critically Endangered,05-09-2022,Wildlife Trafficking,9.0,Closed,Scales,130.0
Bengal Tiger,Assam,2023.0,1.0,Ivory Trade,Critically Endangered,02-04-2023,Illegal Trade,10.0,Open,Claws,61.0
Indian Leopard,Karnataka,2020.0,11.0,Skin Trade,Critically Endangered,09-01-2021,Poaching,0.0,Open,Skin,132.0
Indian Rhino,Karnataka,2021.0,1.0,Ivory Trade,Critically Endangered,28-05-2023,Poaching,5.0,Open,Horn,140.0
Pangolin,Odisha,2020.0,2.0,Skin Trade,Endangered,,Poaching,8.0,Open,Scales,120.0
Indian Elephant,Rajasthan,2023.0,9.0,Bushmeat,Critically Endangered,06-07-2020,Illegal Trade,5.0,Closed,Ivory,94.0
Indian Leopard,Karnataka,2021.0,12.0,Ivory Trade,Critically Endangered,29-04-2023,Illegal Trade,2.0,Closed,Skin,58.0
Pangolin,,2022.0,2.0,Skin Trade,Vulnerable,13-11-2023,Wildlife Trafficking,9.0,Closed,Scales,56.0
,Rajasthan,2022.0,13.0,Ivory Trade,Endangered,23-05-2023,Wildlife Trafficking,0.0,Closed,Skin,129.0
Bengal Tiger,Rajasthan,2020.0,4.0,Traditional Medicine,Critically Endangered,30-10-2023,Poaching,8.0,Closed,Claws,105.0
Bengal Tiger,Karnataka,2023.0,2.0,Ivory Trade,Critically Endangered,14-01-2023,Wildlife Trafficking,5.0,Open,Skin,146.0
Bengal Tiger,Rajasthan,2021.0,10.0,Ivory Trade,Critically Endangered,18-04-2021,Black Market Sale,0.0,Open,Teeth,103.0
Indian Elephant,Karnataka,2023.0,2.0,Traditional Medicine,Vulnerable,23-04-2022,Poaching,,Closed,Skin,109.0
Indian Leopard,Assam,2021.0,16.0,Ivory Trade,Vulnerable,14-06-2021,Illegal Trade,2.0,Closed,Claws,130.0
Indian Rhino,Odisha,2020.0,8.0,Traditional Medicine,Vulnerable,06-12-2022,Illegal Trade,5.0,Under Investigation,Horn,75.0
Indian Elephant,Assam,2021.0,17.0,Ivory Trade,Critically Endangered,24-12-2022,Illegal Trade,0.0,Open,Skin,142.0
Indian Elephant,Karnataka,,20.0,Trophy Hunting,Vulnerable,20-08-2022,Poaching,2.0,Open,Ivory,121.0
Indian Rhino,Karnataka,2023.0,2.0,Traditional Medicine,Critically Endangered,19-04-2021,Poaching,5.0,Closed,Horn,60.0
Indian Rhino,Assam,2020.0,6.0,Traditional Medicine,Endangered,15-03-2023,Wildlife Trafficking,9.0,Open,Horn,63.0
Bengal Tiger,Madhya Pradesh,2023.0,3.0,Skin Trade,Critically Endangered,,Poaching,10.0,Closed,Teeth,80.0
Indian Elephant,Madhya Pradesh,2021.0,4.0,Ivory Trade,Vulnerable,06-11-2023,Poaching,9.0,Under Investigation,Skin,98.0
Pangolin,Madhya Pradesh,2020.0,18.0,Ivory Trade,Endangered,25-12-2022,Poaching,0.0,Under Investigation,Scales,114.0
Indian Rhino,Karnataka,,8.0,Ivory Trade,Critically Endangered,31-05-2021,Wildlife Trafficking,9.0,Closed,Horn,117.0
